Employer_ID,Week_Num,Participant_ID,Education_Level,Age_Group
387,15,709,High School or College,51-60
387,15,769,Graduate,21-30
387,16,709,High School or College,51-60
387,16,769,Graduate,21-30
387,17,709,High School or College,51-60
387,17,769,Graduate,21-30
387,18,709,High School or College,51-60
387,18,769,Graduate,21-30
387,19,709,High School or College,51-60
387,19,769,Graduate,21-30
387,20,709,High School or College,51-60
387,20,769,Graduate,21-30
387,21,709,High School or College,51-60
387,21,769,Graduate,21-30
387,22,709,High School or College,51-60
387,22,769,Graduate,21-30
387,23,709,High School or College,51-60
387,23,769,Graduate,21-30
387,24,709,High School or College,51-60
387,24,769,Graduate,21-30
387,25,709,High School or College,51-60
387,25,769,Graduate,21-30
387,26,709,High School or College,51-60
387,26,769,Graduate,21-30
387,27,709,High School or College,51-60
387,27,769,Graduate,21-30
387,28,709,High School or College,51-60
387,28,769,Graduate,21-30
387,29,709,High School or College,51-60
387,29,769,Graduate,21-30
387,30,709,High School or College,51-60
387,30,769,Graduate,21-30
387,31,709,High School or College,51-60
387,31,769,Graduate,21-30
387,32,709,High School or College,51-60
387,32,769,Graduate,21-30
387,33,709,High School or College,51-60
387,33,769,Graduate,21-30
387,34,709,High School or College,51-60
387,34,769,Graduate,21-30
387,35,709,High School or College,51-60
387,35,769,Graduate,21-30
387,36,709,High School or College,51-60
387,36,769,Graduate,21-30
387,37,709,High School or College,51-60
387,37,769,Graduate,21-30
387,38,709,High School or College,51-60
387,38,769,Graduate,21-30
387,39,709,High School or College,51-60
387,39,769,Graduate,21-30
387,40,709,High School or College,51-60
387,40,769,Graduate,21-30
387,41,709,High School or College,51-60
387,41,769,Graduate,21-30
387,42,709,High School or College,51-60
387,42,769,Graduate,21-30
387,43,709,High School or College,51-60
387,43,769,Graduate,21-30
387,44,709,High School or College,51-60
387,44,769,Graduate,21-30
387,45,709,High School or College,51-60
387,45,769,Graduate,21-30
387,46,709,High School or College,51-60
387,46,769,Graduate,21-30
387,47,709,High School or College,51-60
387,47,769,Graduate,21-30
387,48,709,High School or College,51-60
387,48,769,Graduate,21-30
387,49,709,High School or College,51-60
387,49,769,Graduate,21-30
387,50,709,High School or College,51-60
387,50,769,Graduate,21-30
387,51,709,High School or College,51-60
387,51,769,Graduate,21-30
387,52,709,High School or College,51-60
387,52,769,Graduate,21-30
387,53,709,High School or College,51-60
387,53,769,Graduate,21-30
387,54,709,High School or College,51-60
387,54,769,Graduate,21-30
387,55,709,High School or College,51-60
387,55,769,Graduate,21-30
387,56,709,High School or College,51-60
387,56,769,Graduate,21-30
387,57,709,High School or College,51-60
387,57,769,Graduate,21-30
387,58,709,High School or College,51-60
387,58,769,Graduate,21-30
387,59,709,High School or College,51-60
387,59,769,Graduate,21-30
387,60,709,High School or College,51-60
387,60,769,Graduate,21-30
387,61,709,High School or College,51-60
387,61,769,Graduate,21-30
387,62,709,High School or College,51-60
387,62,769,Graduate,21-30
387,63,709,High School or College,51-60
387,63,769,Graduate,21-30
387,64,709,High School or College,51-60
387,64,769,Graduate,21-30
387,65,709,High School or College,51-60
387,65,769,Graduate,21-30
388,1,73,Bachelors,31-40
388,1,144,High School or College,21-30
388,1,206,High School or College,51-60
388,1,208,High School or College,51-60
388,1,862,High School or College,51-60
388,1,969,Bachelors,41-50
388,2,73,Bachelors,31-40
388,2,144,High School or College,21-30
388,2,206,High School or College,51-60
388,2,208,High School or College,51-60
388,2,969,Bachelors,41-50
388,3,73,Bachelors,31-40
388,3,144,High School or College,21-30
388,3,206,High School or College,51-60
388,3,208,High School or College,51-60
388,3,969,Bachelors,41-50
388,4,73,Bachelors,31-40
388,4,144,High School or College,21-30
388,4,206,High School or College,51-60
388,4,208,High School or College,51-60
388,4,969,Bachelors,41-50
388,5,73,Bachelors,31-40
388,5,144,High School or College,21-30
388,5,206,High School or College,51-60
388,5,208,High School or College,51-60
388,5,969,Bachelors,41-50
388,6,73,Bachelors,31-40
388,6,144,High School or College,21-30
388,6,206,High School or College,51-60
388,6,208,High School or College,51-60
388,6,969,Bachelors,41-50
388,7,73,Bachelors,31-40
388,7,144,High School or College,21-30
388,7,206,High School or College,51-60
388,7,208,High School or College,51-60
388,7,969,Bachelors,41-50
388,8,73,Bachelors,31-40
388,8,144,High School or College,21-30
388,8,206,High School or College,51-60
388,8,208,High School or College,51-60
388,8,969,Bachelors,41-50
388,9,73,Bachelors,31-40
388,9,144,High School or College,21-30
388,9,206,High School or College,51-60
388,9,208,High School or College,51-60
388,9,969,Bachelors,41-50
388,10,73,Bachelors,31-40
388,10,144,High School or College,21-30
388,10,206,High School or College,51-60
388,10,208,High School or College,51-60
388,10,969,Bachelors,41-50
388,11,73,Bachelors,31-40
388,11,144,High School or College,21-30
388,11,206,High School or College,51-60
388,11,208,High School or College,51-60
388,11,969,Bachelors,41-50
388,12,73,Bachelors,31-40
388,12,144,High School or College,21-30
388,12,206,High School or College,51-60
388,12,208,High School or College,51-60
388,12,969,Bachelors,41-50
388,13,73,Bachelors,31-40
388,13,144,High School or College,21-30
388,13,206,High School or College,51-60
388,13,208,High School or College,51-60
388,13,969,Bachelors,41-50
388,14,73,Bachelors,31-40
388,14,144,High School or College,21-30
388,14,206,High School or College,51-60
388,14,208,High School or College,51-60
388,14,969,Bachelors,41-50
388,15,73,Bachelors,31-40
388,15,144,High School or College,21-30
388,15,206,High School or College,51-60
388,15,208,High School or College,51-60
388,15,969,Bachelors,41-50
388,16,73,Bachelors,31-40
388,16,144,High School or College,21-30
388,16,206,High School or College,51-60
388,16,208,High School or College,51-60
388,16,969,Bachelors,41-50
388,17,73,Bachelors,31-40
388,17,144,High School or College,21-30
388,17,206,High School or College,51-60
388,17,208,High School or College,51-60
388,17,969,Bachelors,41-50
388,18,73,Bachelors,31-40
388,18,144,High School or College,21-30
388,18,206,High School or College,51-60
388,18,208,High School or College,51-60
388,18,969,Bachelors,41-50
388,19,73,Bachelors,31-40
388,19,144,High School or College,21-30
388,19,206,High School or College,51-60
388,19,208,High School or College,51-60
388,19,969,Bachelors,41-50
388,20,73,Bachelors,31-40
388,20,144,High School or College,21-30
388,20,206,High School or College,51-60
388,20,208,High School or College,51-60
388,20,969,Bachelors,41-50
388,21,73,Bachelors,31-40
388,21,144,High School or College,21-30
388,21,206,High School or College,51-60
388,21,208,High School or College,51-60
388,21,969,Bachelors,41-50
388,22,73,Bachelors,31-40
388,22,144,High School or College,21-30
388,22,206,High School or College,51-60
388,22,208,High School or College,51-60
388,22,969,Bachelors,41-50
388,23,73,Bachelors,31-40
388,23,144,High School or College,21-30
388,23,206,High School or College,51-60
388,23,208,High School or College,51-60
388,23,969,Bachelors,41-50
388,24,73,Bachelors,31-40
388,24,144,High School or College,21-30
388,24,206,High School or College,51-60
388,24,208,High School or College,51-60
388,24,969,Bachelors,41-50
388,25,73,Bachelors,31-40
388,25,144,High School or College,21-30
388,25,206,High School or College,51-60
388,25,208,High School or College,51-60
388,25,969,Bachelors,41-50
388,26,73,Bachelors,31-40
388,26,144,High School or College,21-30
388,26,206,High School or College,51-60
388,26,208,High School or College,51-60
388,26,969,Bachelors,41-50
388,27,73,Bachelors,31-40
388,27,144,High School or College,21-30
388,27,206,High School or College,51-60
388,27,208,High School or College,51-60
388,27,969,Bachelors,41-50
388,28,73,Bachelors,31-40
388,28,144,High School or College,21-30
388,28,206,High School or College,51-60
388,28,208,High School or College,51-60
388,28,969,Bachelors,41-50
388,29,73,Bachelors,31-40
388,29,144,High School or College,21-30
388,29,206,High School or College,51-60
388,29,208,High School or College,51-60
388,29,969,Bachelors,41-50
388,30,73,Bachelors,31-40
388,30,144,High School or College,21-30
388,30,206,High School or College,51-60
388,30,208,High School or College,51-60
388,30,969,Bachelors,41-50
388,31,73,Bachelors,31-40
388,31,144,High School or College,21-30
388,31,206,High School or College,51-60
388,31,208,High School or College,51-60
388,31,969,Bachelors,41-50
388,32,73,Bachelors,31-40
388,32,144,High School or College,21-30
388,32,206,High School or College,51-60
388,32,208,High School or College,51-60
388,32,969,Bachelors,41-50
388,33,73,Bachelors,31-40
388,33,144,High School or College,21-30
388,33,206,High School or College,51-60
388,33,208,High School or College,51-60
388,33,969,Bachelors,41-50
388,34,73,Bachelors,31-40
388,34,144,High School or College,21-30
388,34,206,High School or College,51-60
388,34,208,High School or College,51-60
388,34,969,Bachelors,41-50
388,35,73,Bachelors,31-40
388,35,144,High School or College,21-30
388,35,206,High School or College,51-60
388,35,208,High School or College,51-60
388,35,969,Bachelors,41-50
388,36,73,Bachelors,31-40
388,36,144,High School or College,21-30
388,36,206,High School or College,51-60
388,36,208,High School or College,51-60
388,36,969,Bachelors,41-50
388,37,73,Bachelors,31-40
388,37,144,High School or College,21-30
388,37,206,High School or College,51-60
388,37,208,High School or College,51-60
388,37,969,Bachelors,41-50
388,38,73,Bachelors,31-40
388,38,144,High School or College,21-30
388,38,206,High School or College,51-60
388,38,208,High School or College,51-60
388,38,969,Bachelors,41-50
388,39,73,Bachelors,31-40
388,39,144,High School or College,21-30
388,39,206,High School or College,51-60
388,39,208,High School or College,51-60
388,39,969,Bachelors,41-50
388,40,73,Bachelors,31-40
388,40,144,High School or College,21-30
388,40,206,High School or College,51-60
388,40,208,High School or College,51-60
388,40,969,Bachelors,41-50
388,41,73,Bachelors,31-40
388,41,144,High School or College,21-30
388,41,206,High School or College,51-60
388,41,208,High School or College,51-60
388,41,969,Bachelors,41-50
388,42,73,Bachelors,31-40
388,42,144,High School or College,21-30
388,42,206,High School or College,51-60
388,42,208,High School or College,51-60
388,42,969,Bachelors,41-50
388,43,73,Bachelors,31-40
388,43,144,High School or College,21-30
388,43,206,High School or College,51-60
388,43,208,High School or College,51-60
388,43,969,Bachelors,41-50
388,44,73,Bachelors,31-40
388,44,144,High School or College,21-30
388,44,206,High School or College,51-60
388,44,208,High School or College,51-60
388,44,969,Bachelors,41-50
388,45,73,Bachelors,31-40
388,45,144,High School or College,21-30
388,45,206,High School or College,51-60
388,45,208,High School or College,51-60
388,45,969,Bachelors,41-50
388,46,73,Bachelors,31-40
388,46,144,High School or College,21-30
388,46,206,High School or College,51-60
388,46,208,High School or College,51-60
388,46,969,Bachelors,41-50
388,47,73,Bachelors,31-40
388,47,144,High School or College,21-30
388,47,206,High School or College,51-60
388,47,208,High School or College,51-60
388,47,969,Bachelors,41-50
388,48,73,Bachelors,31-40
388,48,144,High School or College,21-30
388,48,206,High School or College,51-60
388,48,208,High School or College,51-60
388,48,969,Bachelors,41-50
388,49,73,Bachelors,31-40
388,49,144,High School or College,21-30
388,49,206,High School or College,51-60
388,49,208,High School or College,51-60
388,49,969,Bachelors,41-50
388,50,73,Bachelors,31-40
388,50,144,High School or College,21-30
388,50,206,High School or College,51-60
388,50,208,High School or College,51-60
388,50,969,Bachelors,41-50
388,51,73,Bachelors,31-40
388,51,144,High School or College,21-30
388,51,206,High School or College,51-60
388,51,208,High School or College,51-60
388,51,969,Bachelors,41-50
388,52,73,Bachelors,31-40
388,52,144,High School or College,21-30
388,52,206,High School or College,51-60
388,52,208,High School or College,51-60
388,52,969,Bachelors,41-50
388,53,73,Bachelors,31-40
388,53,144,High School or College,21-30
388,53,206,High School or College,51-60
388,53,208,High School or College,51-60
388,53,969,Bachelors,41-50
388,54,73,Bachelors,31-40
388,54,144,High School or College,21-30
388,54,206,High School or College,51-60
388,54,208,High School or College,51-60
388,54,969,Bachelors,41-50
388,55,73,Bachelors,31-40
388,55,144,High School or College,21-30
388,55,206,High School or College,51-60
388,55,208,High School or College,51-60
388,55,969,Bachelors,41-50
388,56,73,Bachelors,31-40
388,56,144,High School or College,21-30
388,56,206,High School or College,51-60
388,56,208,High School or College,51-60
388,56,969,Bachelors,41-50
388,57,73,Bachelors,31-40
388,57,144,High School or College,21-30
388,57,206,High School or College,51-60
388,57,208,High School or College,51-60
388,57,969,Bachelors,41-50
388,58,73,Bachelors,31-40
388,58,144,High School or College,21-30
388,58,206,High School or College,51-60
388,58,208,High School or College,51-60
388,58,969,Bachelors,41-50
388,59,73,Bachelors,31-40
388,59,144,High School or College,21-30
388,59,206,High School or College,51-60
388,59,208,High School or College,51-60
388,59,969,Bachelors,41-50
388,60,73,Bachelors,31-40
388,60,144,High School or College,21-30
388,60,206,High School or College,51-60
388,60,208,High School or College,51-60
388,60,969,Bachelors,41-50
388,61,73,Bachelors,31-40
388,61,144,High School or College,21-30
388,61,206,High School or College,51-60
388,61,208,High School or College,51-60
388,61,969,Bachelors,41-50
388,62,73,Bachelors,31-40
388,62,144,High School or College,21-30
388,62,206,High School or College,51-60
388,62,208,High School or College,51-60
388,62,969,Bachelors,41-50
388,63,73,Bachelors,31-40
388,63,144,High School or College,21-30
388,63,206,High School or College,51-60
388,63,208,High School or College,51-60
388,63,969,Bachelors,41-50
388,64,73,Bachelors,31-40
388,64,144,High School or College,21-30
388,64,206,High School or College,51-60
388,64,208,High School or College,51-60
388,64,969,Bachelors,41-50
388,65,73,Bachelors,31-40
388,65,144,High School or College,21-30
388,65,206,High School or College,51-60
388,65,208,High School or College,51-60
388,65,969,Bachelors,41-50
389,1,24,Bachelors,41-50
389,1,41,High School or College,41-50
389,1,127,High School or College,51-60
389,1,599,High School or College,31-40
389,1,1008,Graduate,21-30
389,2,24,Bachelors,41-50
389,2,41,High School or College,41-50
389,2,1008,Graduate,21-30
389,3,24,Bachelors,41-50
389,3,41,High School or College,41-50
389,3,1008,Graduate,21-30
389,4,24,Bachelors,41-50
389,4,41,High School or College,41-50
389,4,1008,Graduate,21-30
389,5,24,Bachelors,41-50
389,5,41,High School or College,41-50
389,5,1008,Graduate,21-30
389,6,24,Bachelors,41-50
389,6,41,High School or College,41-50
389,6,1008,Graduate,21-30
389,7,24,Bachelors,41-50
389,7,41,High School or College,41-50
389,7,1008,Graduate,21-30
389,8,24,Bachelors,41-50
389,8,41,High School or College,41-50
389,8,1008,Graduate,21-30
389,9,24,Bachelors,41-50
389,9,41,High School or College,41-50
389,9,1008,Graduate,21-30
389,10,24,Bachelors,41-50
389,10,41,High School or College,41-50
389,10,1008,Graduate,21-30
389,11,24,Bachelors,41-50
389,11,41,High School or College,41-50
389,11,1008,Graduate,21-30
389,12,24,Bachelors,41-50
389,12,41,High School or College,41-50
389,12,1008,Graduate,21-30
389,13,24,Bachelors,41-50
389,13,41,High School or College,41-50
389,13,1008,Graduate,21-30
389,14,24,Bachelors,41-50
389,14,41,High School or College,41-50
389,14,1008,Graduate,21-30
389,15,24,Bachelors,41-50
389,15,41,High School or College,41-50
389,15,1008,Graduate,21-30
389,16,24,Bachelors,41-50
389,16,41,High School or College,41-50
389,16,1008,Graduate,21-30
389,17,24,Bachelors,41-50
389,17,41,High School or College,41-50
389,17,1008,Graduate,21-30
389,18,24,Bachelors,41-50
389,18,41,High School or College,41-50
389,18,1008,Graduate,21-30
389,19,24,Bachelors,41-50
389,19,41,High School or College,41-50
389,19,1008,Graduate,21-30
389,20,24,Bachelors,41-50
389,20,41,High School or College,41-50
389,20,1008,Graduate,21-30
389,21,24,Bachelors,41-50
389,21,41,High School or College,41-50
389,21,1008,Graduate,21-30
389,22,24,Bachelors,41-50
389,22,41,High School or College,41-50
389,22,1008,Graduate,21-30
389,23,24,Bachelors,41-50
389,23,41,High School or College,41-50
389,23,1008,Graduate,21-30
389,24,24,Bachelors,41-50
389,24,41,High School or College,41-50
389,24,1008,Graduate,21-30
389,25,24,Bachelors,41-50
389,25,41,High School or College,41-50
389,25,1008,Graduate,21-30
389,26,24,Bachelors,41-50
389,26,41,High School or College,41-50
389,26,1008,Graduate,21-30
389,27,24,Bachelors,41-50
389,27,41,High School or College,41-50
389,27,1008,Graduate,21-30
389,28,24,Bachelors,41-50
389,28,41,High School or College,41-50
389,28,1008,Graduate,21-30
389,29,24,Bachelors,41-50
389,29,41,High School or College,41-50
389,29,1008,Graduate,21-30
389,30,24,Bachelors,41-50
389,30,41,High School or College,41-50
389,30,1008,Graduate,21-30
389,31,24,Bachelors,41-50
389,31,41,High School or College,41-50
389,31,1008,Graduate,21-30
389,32,24,Bachelors,41-50
389,32,41,High School or College,41-50
389,32,1008,Graduate,21-30
389,33,24,Bachelors,41-50
389,33,41,High School or College,41-50
389,33,1008,Graduate,21-30
389,34,24,Bachelors,41-50
389,34,41,High School or College,41-50
389,34,1008,Graduate,21-30
389,35,24,Bachelors,41-50
389,35,41,High School or College,41-50
389,35,1008,Graduate,21-30
389,36,24,Bachelors,41-50
389,36,41,High School or College,41-50
389,36,1008,Graduate,21-30
389,37,24,Bachelors,41-50
389,37,41,High School or College,41-50
389,37,1008,Graduate,21-30
389,38,24,Bachelors,41-50
389,38,41,High School or College,41-50
389,38,1008,Graduate,21-30
389,39,24,Bachelors,41-50
389,39,41,High School or College,41-50
389,39,1008,Graduate,21-30
389,40,24,Bachelors,41-50
389,40,41,High School or College,41-50
389,40,1008,Graduate,21-30
389,41,24,Bachelors,41-50
389,41,41,High School or College,41-50
389,41,1008,Graduate,21-30
389,42,24,Bachelors,41-50
389,42,41,High School or College,41-50
389,42,1008,Graduate,21-30
389,43,24,Bachelors,41-50
389,43,41,High School or College,41-50
389,43,1008,Graduate,21-30
389,44,24,Bachelors,41-50
389,44,41,High School or College,41-50
389,44,1008,Graduate,21-30
389,45,24,Bachelors,41-50
389,45,41,High School or College,41-50
389,45,1008,Graduate,21-30
389,46,24,Bachelors,41-50
389,46,41,High School or College,41-50
389,46,1008,Graduate,21-30
389,47,24,Bachelors,41-50
389,47,41,High School or College,41-50
389,47,1008,Graduate,21-30
389,48,24,Bachelors,41-50
389,48,41,High School or College,41-50
389,48,1008,Graduate,21-30
389,49,24,Bachelors,41-50
389,49,41,High School or College,41-50
389,49,1008,Graduate,21-30
389,50,24,Bachelors,41-50
389,50,41,High School or College,41-50
389,50,1008,Graduate,21-30
389,51,24,Bachelors,41-50
389,51,41,High School or College,41-50
389,51,1008,Graduate,21-30
389,52,24,Bachelors,41-50
389,52,41,High School or College,41-50
389,52,1008,Graduate,21-30
389,53,24,Bachelors,41-50
389,53,41,High School or College,41-50
389,53,1008,Graduate,21-30
389,54,24,Bachelors,41-50
389,54,41,High School or College,41-50
389,54,1008,Graduate,21-30
389,55,24,Bachelors,41-50
389,55,41,High School or College,41-50
389,55,1008,Graduate,21-30
389,56,24,Bachelors,41-50
389,56,41,High School or College,41-50
389,56,1008,Graduate,21-30
389,57,24,Bachelors,41-50
389,57,41,High School or College,41-50
389,57,1008,Graduate,21-30
389,58,24,Bachelors,41-50
389,58,41,High School or College,41-50
389,58,1008,Graduate,21-30
389,59,24,Bachelors,41-50
389,59,41,High School or College,41-50
389,59,1008,Graduate,21-30
389,60,24,Bachelors,41-50
389,60,41,High School or College,41-50
389,60,1008,Graduate,21-30
389,61,24,Bachelors,41-50
389,61,41,High School or College,41-50
389,61,1008,Graduate,21-30
389,62,24,Bachelors,41-50
389,62,41,High School or College,41-50
389,62,1008,Graduate,21-30
389,63,24,Bachelors,41-50
389,63,41,High School or College,41-50
389,63,1008,Graduate,21-30
389,64,24,Bachelors,41-50
389,64,41,High School or College,41-50
389,64,1008,Graduate,21-30
389,65,24,Bachelors,41-50
389,65,41,High School or College,41-50
389,65,1008,Graduate,21-30
390,1,217,High School or College,51-60
390,1,245,Graduate,51-60
390,1,741,High School or College,41-50
390,2,217,High School or College,51-60
390,2,245,Graduate,51-60
390,2,741,High School or College,41-50
390,3,217,High School or College,51-60
390,3,245,Graduate,51-60
390,3,741,High School or College,41-50
390,4,217,High School or College,51-60
390,4,245,Graduate,51-60
390,4,741,High School or College,41-50
390,5,217,High School or College,51-60
390,5,245,Graduate,51-60
390,5,741,High School or College,41-50
390,6,217,High School or College,51-60
390,6,245,Graduate,51-60
390,6,741,High School or College,41-50
390,7,217,High School or College,51-60
390,7,245,Graduate,51-60
390,7,741,High School or College,41-50
390,8,217,High School or College,51-60
390,8,245,Graduate,51-60
390,8,741,High School or College,41-50
390,9,217,High School or College,51-60
390,9,245,Graduate,51-60
390,9,741,High School or College,41-50
390,10,217,High School or College,51-60
390,10,245,Graduate,51-60
390,10,741,High School or College,41-50
390,11,217,High School or College,51-60
390,11,245,Graduate,51-60
390,11,741,High School or College,41-50
390,12,217,High School or College,51-60
390,12,245,Graduate,51-60
390,12,741,High School or College,41-50
390,13,217,High School or College,51-60
390,13,245,Graduate,51-60
390,13,741,High School or College,41-50
390,14,217,High School or College,51-60
390,14,245,Graduate,51-60
390,14,741,High School or College,41-50
390,15,217,High School or College,51-60
390,15,245,Graduate,51-60
390,15,741,High School or College,41-50
390,16,217,High School or College,51-60
390,16,245,Graduate,51-60
390,16,741,High School or College,41-50
390,17,217,High School or College,51-60
390,17,245,Graduate,51-60
390,17,741,High School or College,41-50
390,18,217,High School or College,51-60
390,18,245,Graduate,51-60
390,18,741,High School or College,41-50
390,19,217,High School or College,51-60
390,19,245,Graduate,51-60
390,19,741,High School or College,41-50
390,20,217,High School or College,51-60
390,20,245,Graduate,51-60
390,20,741,High School or College,41-50
390,21,217,High School or College,51-60
390,21,245,Graduate,51-60
390,21,741,High School or College,41-50
390,22,217,High School or College,51-60
390,22,245,Graduate,51-60
390,22,741,High School or College,41-50
390,23,217,High School or College,51-60
390,23,245,Graduate,51-60
390,23,741,High School or College,41-50
390,24,217,High School or College,51-60
390,24,245,Graduate,51-60
390,24,741,High School or College,41-50
390,25,217,High School or College,51-60
390,25,245,Graduate,51-60
390,25,741,High School or College,41-50
390,26,217,High School or College,51-60
390,26,245,Graduate,51-60
390,26,741,High School or College,41-50
390,27,217,High School or College,51-60
390,27,245,Graduate,51-60
390,27,741,High School or College,41-50
390,28,217,High School or College,51-60
390,28,245,Graduate,51-60
390,28,741,High School or College,41-50
390,29,217,High School or College,51-60
390,29,245,Graduate,51-60
390,29,741,High School or College,41-50
390,30,217,High School or College,51-60
390,30,245,Graduate,51-60
390,30,741,High School or College,41-50
390,31,217,High School or College,51-60
390,31,245,Graduate,51-60
390,31,741,High School or College,41-50
390,32,217,High School or College,51-60
390,32,245,Graduate,51-60
390,32,741,High School or College,41-50
390,33,217,High School or College,51-60
390,33,245,Graduate,51-60
390,33,741,High School or College,41-50
390,34,217,High School or College,51-60
390,34,245,Graduate,51-60
390,34,741,High School or College,41-50
390,35,217,High School or College,51-60
390,35,245,Graduate,51-60
390,35,741,High School or College,41-50
390,36,217,High School or College,51-60
390,36,245,Graduate,51-60
390,36,741,High School or College,41-50
390,37,217,High School or College,51-60
390,37,245,Graduate,51-60
390,37,741,High School or College,41-50
390,38,217,High School or College,51-60
390,38,245,Graduate,51-60
390,38,741,High School or College,41-50
390,39,217,High School or College,51-60
390,39,245,Graduate,51-60
390,39,741,High School or College,41-50
390,40,217,High School or College,51-60
390,40,245,Graduate,51-60
390,40,741,High School or College,41-50
390,41,217,High School or College,51-60
390,41,245,Graduate,51-60
390,41,741,High School or College,41-50
390,42,217,High School or College,51-60
390,42,245,Graduate,51-60
390,42,741,High School or College,41-50
390,43,217,High School or College,51-60
390,43,245,Graduate,51-60
390,43,741,High School or College,41-50
390,44,217,High School or College,51-60
390,44,245,Graduate,51-60
390,44,741,High School or College,41-50
390,45,217,High School or College,51-60
390,45,245,Graduate,51-60
390,45,741,High School or College,41-50
390,46,217,High School or College,51-60
390,46,245,Graduate,51-60
390,46,741,High School or College,41-50
390,47,217,High School or College,51-60
390,47,245,Graduate,51-60
390,47,741,High School or College,41-50
390,48,217,High School or College,51-60
390,48,245,Graduate,51-60
390,48,741,High School or College,41-50
390,49,217,High School or College,51-60
390,49,245,Graduate,51-60
390,49,741,High School or College,41-50
390,50,217,High School or College,51-60
390,50,245,Graduate,51-60
390,50,741,High School or College,41-50
390,51,217,High School or College,51-60
390,51,245,Graduate,51-60
390,51,741,High School or College,41-50
390,52,217,High School or College,51-60
390,52,245,Graduate,51-60
390,52,741,High School or College,41-50
390,53,217,High School or College,51-60
390,53,245,Graduate,51-60
390,53,741,High School or College,41-50
390,54,217,High School or College,51-60
390,54,245,Graduate,51-60
390,54,741,High School or College,41-50
390,55,217,High School or College,51-60
390,55,245,Graduate,51-60
390,55,741,High School or College,41-50
390,56,217,High School or College,51-60
390,56,245,Graduate,51-60
390,56,741,High School or College,41-50
390,57,217,High School or College,51-60
390,57,245,Graduate,51-60
390,57,741,High School or College,41-50
390,58,217,High School or College,51-60
390,58,245,Graduate,51-60
390,58,741,High School or College,41-50
390,59,217,High School or College,51-60
390,59,245,Graduate,51-60
390,59,741,High School or College,41-50
390,60,217,High School or College,51-60
390,60,245,Graduate,51-60
390,60,741,High School or College,41-50
390,61,217,High School or College,51-60
390,61,245,Graduate,51-60
390,61,741,High School or College,41-50
390,62,217,High School or College,51-60
390,62,245,Graduate,51-60
390,62,741,High School or College,41-50
390,63,217,High School or College,51-60
390,63,245,Graduate,51-60
390,63,741,High School or College,41-50
390,64,217,High School or College,51-60
390,64,245,Graduate,51-60
390,64,741,High School or College,41-50
390,65,217,High School or College,51-60
390,65,245,Graduate,51-60
390,65,741,High School or College,41-50
391,1,111,High School or College,21-30
391,1,669,High School or College,21-30
391,2,111,High School or College,21-30
391,2,669,High School or College,21-30
391,3,111,High School or College,21-30
391,3,669,High School or College,21-30
391,4,111,High School or College,21-30
391,4,669,High School or College,21-30
391,5,111,High School or College,21-30
391,5,669,High School or College,21-30
391,6,111,High School or College,21-30
391,6,669,High School or College,21-30
391,7,111,High School or College,21-30
391,7,669,High School or College,21-30
391,8,111,High School or College,21-30
391,8,669,High School or College,21-30
391,9,111,High School or College,21-30
391,9,669,High School or College,21-30
391,10,111,High School or College,21-30
391,10,669,High School or College,21-30
391,11,111,High School or College,21-30
391,11,669,High School or College,21-30
391,12,111,High School or College,21-30
391,12,669,High School or College,21-30
391,13,111,High School or College,21-30
391,13,669,High School or College,21-30
391,14,111,High School or College,21-30
391,14,669,High School or College,21-30
391,15,111,High School or College,21-30
391,15,669,High School or College,21-30
391,16,111,High School or College,21-30
391,16,669,High School or College,21-30
391,17,111,High School or College,21-30
391,17,669,High School or College,21-30
391,18,111,High School or College,21-30
391,18,669,High School or College,21-30
391,19,111,High School or College,21-30
391,19,669,High School or College,21-30
391,20,111,High School or College,21-30
391,20,669,High School or College,21-30
391,21,111,High School or College,21-30
391,21,669,High School or College,21-30
391,22,111,High School or College,21-30
391,22,669,High School or College,21-30
391,23,111,High School or College,21-30
391,23,669,High School or College,21-30
391,24,111,High School or College,21-30
391,24,669,High School or College,21-30
391,25,111,High School or College,21-30
391,25,669,High School or College,21-30
391,26,111,High School or College,21-30
391,26,669,High School or College,21-30
391,27,111,High School or College,21-30
391,27,669,High School or College,21-30
391,28,111,High School or College,21-30
391,28,669,High School or College,21-30
391,29,111,High School or College,21-30
391,29,669,High School or College,21-30
391,30,111,High School or College,21-30
391,30,669,High School or College,21-30
391,31,111,High School or College,21-30
391,31,669,High School or College,21-30
391,32,111,High School or College,21-30
391,32,669,High School or College,21-30
391,33,111,High School or College,21-30
391,33,669,High School or College,21-30
391,34,111,High School or College,21-30
391,34,669,High School or College,21-30
391,35,111,High School or College,21-30
391,35,669,High School or College,21-30
391,36,111,High School or College,21-30
391,36,669,High School or College,21-30
391,37,111,High School or College,21-30
391,37,669,High School or College,21-30
391,38,111,High School or College,21-30
391,38,669,High School or College,21-30
391,39,111,High School or College,21-30
391,39,669,High School or College,21-30
391,40,111,High School or College,21-30
391,40,669,High School or College,21-30
391,41,111,High School or College,21-30
391,41,669,High School or College,21-30
391,42,111,High School or College,21-30
391,42,669,High School or College,21-30
391,43,111,High School or College,21-30
391,43,669,High School or College,21-30
391,44,111,High School or College,21-30
391,44,669,High School or College,21-30
391,45,111,High School or College,21-30
391,45,669,High School or College,21-30
391,46,111,High School or College,21-30
391,46,669,High School or College,21-30
391,47,111,High School or College,21-30
